duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
1356118,1330893,1330434,22,14,862241,823372,16636.1625,9050.571429,168.864361,138489.423487,6,797958,5947.885965,54713.86227,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
6881637,6856085,6856099,6,13,1358719,1359104,44232.806452,30744.838565,55.219419,29391.117259,3,1333542,18157.353562,113971.920948,1388633,2237905,3543205,1147395.43244,1071144,1225598.666667,1333542,137243.053365,VPN-BROWSING
12958861,12828308,12824633,46,22,10010041,10141223,229076.928571,103424.459677,14.044444,12768.48328,8,10010041,71595.917127,749849.744618,1580433,6414154,11247875,6835913.794928,1311555,5660798,10010041,6150758.436656,VPN-BROWSING
1301313,1123688,1095209,57,29,433543,467191,18124,9607.096491,136.784924,119994.190483,4,232813,7352.050847,33936.323837,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11918514,11788396,11787325,4,19,2514227,2517300,84202.828571,61713.743455,27.939725,13419.206455,4,2384854,35899.138554,170425.832093,3836965,5797173,7757381,2772152.738672,1618850,2001852,2384854,541646.622815,VPN-BROWSING
601185075,1114228,600965621,20,22,224169,600070854,11728.715789,5834617.679612,0.332676,236.537808,3,600070847,3021030.527638,42500000,601185075,601000000,601185075,0,600070847,600000000,600070847,0,VPN-BROWSING
601404954,1295300,601185122,12,14,406429,600109667,15796.341463,5836748.757282,0.310939,235.323968,2,600109654,3233359.967742,44000000,601404954,601000000,601404954,0,600109654,600000000,600109654,0,VPN-BROWSING
913511,913511,700410,27,8,266226,213899,11140.378049,7220.721649,198.13664,146530.255246,2,213636,5075.061111,31449.919327,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
2176363,2176363,2047045,31,26,1214855,1383869,28264.454545,19311.745283,85.004202,61841.246152,2,1214855,11828.059783,91989.336449,1645791,1645791,1645791,0,1214855,1214855,1214855,0,VPN-BROWSING
6558546,6533147,6532937,12,16,4447110,4407535,79672.52439,49119.827068,33.086602,21470.765014,9,4382180,30363.638889,302893.221122,6446153,6446153,6446153,0,4382180,4382180,4382180,0,VPN-BROWSING
11869689,11844521,11844095,1,6,4974101,4974127,66542.252809,51273.138528,34.626013,12553.825125,1,4948747,28950.460976,289145.398678,5132931,5841543.5,6550156,1002129.407967,3112635,4030691,4948747,1298327.246218,VPN-BROWSING
243280799,3287480,243252392,30,10,2426318,239993334,80182.439024,3378505.444444,0.472705,402.440309,6,239993319,2134042.096491,22500000,2628586,122000000,240652213,168000000,2426318,121000000,239993319,168000000,VPN-BROWSING
11208762,11078316,11076984,29,22,9989940,10127962,213044.538462,145749.789474,11.598069,8633.692106,5,9989940,86889.627907,879331.798935,11078316,11100000,11078316,0,9989940,9989940,9989940,0,VPN-BROWSING
55899,30362,29712,27,17,26231,25594,607.24,436.941176,2146.728922,1644966.815149,3,26187,469.739496,3334.659005,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
2713771,2534989,2572664,31,19,731251,690675,36738.971014,30995.951807,56.747603,34306.505597,8,552437,17737.065359,67476.96778,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
840977,631649,632952,59,21,208580,209695,21054.966667,11508.218182,103.451105,92086.941736,3,209328,9778.802326,42588.809745,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
13441209,13441209,10216500,33,33,9997631,10050042,258484.788462,185754.545455,8.10939,5679.548618,8,9997631,124455.638889,1006292.875448,3223699,6720604.5,10217510,4945371.184437,3171311,6584471,9997631,4826937.162549,VPN-BROWSING
889711,701650,673562,57,23,241493,215448,24194.827586,12473.37037,95.536641,85054.585141,0,215979,10591.797619,43147.630733,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14780134,14538180,14666993,4,0,954192,708070,242303,120221.254098,12.449143,6420.848417,0,707989,80765.759563,170072.471709,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
436245,257620,212252,59,22,182081,163608,9200.714286,3930.592593,192.55235,169794.496212,3,181806,5255.963855,27094.332999,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
823694,644536,618284,106,26,206367,204949,22225.37931,11449.703704,103.193662,91775.586565,11,205258,9805.880952,40873.608374,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14960333,13378879,14960333,3,0,1115218,1477305,226760.661017,127866.094017,11.898131,5809.162136,0,1348247,84521.655367,189038.624743,1348247,1348247,1348247,0,1348247,1348247,1348247,0,VPN-BROWSING
14965088,14911805,14964384,3,0,1051922,821744,196207.960526,129003.310345,12.963505,6940.487086,0,821744,77539.316062,154811.697388,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14573708,14333378,14573708,3,0,1474974,1521001,199074.694444,145737.08,11.939309,6606.280296,0,1474888,84241.086705,215007.839904,4240162,4240162,4240162,0,1474888,1474888,1474888,0,VPN-BROWSING
14672885,14384854,14672885,4,0,2010729,1765560,293568.44898,163032.055556,9.609562,5342.84839,0,1765560,104806.321429,247062.093519,8092463,8092463,8092463,0,1765560,1765560,1765560,0,VPN-BROWSING
14960441,14960337,14960406,3,0,1663351,1427151,223288.61194,148122.831683,11.363301,6074.687237,0,1427151,88523.319527,212939.482114,1788441,4618137.666667,8786134,3685812.166797,1064627,1240942.666667,1427151,181464.352653,VPN-BROWSING
14523355,14261317,14487143,3,0,1251130,986763,192720.5,146334.777778,12.049557,7081.21505,0,986763,83467.557471,167823.457558,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
439807,270195,310325,32,32,130130,170085,6004.333333,6896.111111,209.182664,136746.345556,8,169612,4833.043956,24436.485589,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14938878,14800417,14938878,26,18,1201845,1201710,94874.467949,65235.275109,25.90556,5432.5365,9,1201421,38701.756477,107484.088361,1348395,1348395,1348395,0,1201421,1201421,1201421,0,VPN-BROWSING
14405342,14276261,14269657,27,18,5307687,5266027,190350.146667,164019.045977,11.384665,4487.293672,8,5134800,88376.331288,542759.355327,4918057,6172020,7425983,1773371.481314,4616530,4875665,5134800,366472.231484,VPN-BROWSING
13805919,13805919,13666917,35,0,1046718,1046584,91429.927152,58909.125,27.88659,5666.772346,0,1046547,35952.914063,103359.9802,12816927,12800000,12816927,0,1046547,1046547,1046547,0,VPN-BROWSING
161591,135286,134643,83,14,27291,35648,4227.6875,2805.0625,507.454004,340959.583145,7,26948,1994.950617,6174.1547,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14867138,14867050,14816715,3,0,1363731,1420107,228723.846154,155965.421053,10.896516,5652.601059,0,1363628,92342.47205,206692.569549,4465117,5534133.5,6603150,1511817.6327,1074748,1219188,1363628,204269.006947,VPN-BROWSING
653770,653770,436935,37,44,216873,215800,16344.25,11203.461538,123.896783,82718.693118,7,216826,8172.125,41096.266678,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14604900,14255175,14604900,3,0,3363239,3124751,395977.083333,184872.151899,8.01101,4568.535218,0,3124751,125904.310345,363197.379778,1305781,2438990,3363964,866637.483608,1010431,1621734,3124751,1012594.788392,VPN-BROWSING
13140199,13140199,12920434,0,8,8415250,8676660,152793.011628,161505.425,12.785195,9312.339942,0,8415250,78683.826347,657225.060606,12358266,12400000,12358266,0,8415250,8415250,8415250,0,VPN-BROWSING
10822851,10692681,10692651,33,34,10000368,10130547,297018.916667,254586.928571,7.391768,4876.071933,9,10000368,136998.113924,1124441.834405,10692681,10700000,10692681,0,10000368,10000000,10000368,0,VPN-BROWSING
5010732,4945547,4985011,10,17,4240662,4302941,115012.72093,97745.313725,19.158877,10994.202045,1,4240662,52744.547368,435434.545419,4303088,4303088,4303088,0,4240662,4240662,4240662,0,VPN-BROWSING
240149773,200344,240124018,31,9,65221,239949444,9540.190476,6157026.102564,0.258172,203.406397,6,239949429,3936881.52459,30700000,240149773,240000000,240149773,0,239949429,240000000,239949429,0,VPN-BROWSING
13070882,13005220,13045034,5,12,12209862,12209800,295573.181818,178699.09589,9.104206,4581.404683,4,12184222,110770.186441,1121242.423958,12736463,12700000,12736463,0,12184222,12200000,12184222,0,VPN-BROWSING
14819231,14818522,14816730,42,18,1529979,1529677,114872.263566,78812.393617,21.526083,4270.869386,8,1529307,46601.355346,163024.870943,2277264,2851401.333333,3704680,753537.671417,1199673,1419117.666667,1529307,190045.22984,VPN-BROWSING
14830765,14830765,14589518,3,0,1764893,1762741,255702.844828,189474.25974,9.237555,5244.840708,0,1529357,109049.742647,237911.919473,2295342,3647189.5,4999037,1911801.06876,1297278,1413317.5,1529357,164104.634668,VPN-BROWSING
991149,991149,837479,33,17,136594,146507,39645.96,20936.975,67.598313,43839.019159,10,135413,15017.409091,36161.377356,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
221315,221315,3695,33,32,217670,502,7377.166667,127.413793,275.62524,192237.308813,9,217605,3688.583333,28084.729658,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
4153042,4153042,3936049,17,15,2503478,2774525,180567.043478,123001.53125,13.724879,9788.728359,4,2503478,74161.464286,338639.484247,3607941,3607941,3607941,0,2503478,2503478,2503478,0,VPN-BROWSING
59694404,59694404,107258,142,0,59564322,80484,4974533.666667,3830.642857,0.703584,649.290342,0,59564322,1455961.073171,9301882.245262,59694404,59700000,59694404,0,59564322,59600000,59564322,0,VPN-BROWSING
8911911,8679252,8911911,173,0,1746348,1499922,299284.551724,141458.904762,10.547682,4861.47135,0,1499922,95827,223784.905526,7869089,7869089,7869089,0,1499922,1499922,1499922,0,VPN-BROWSING
14539392,14293428,14539392,3,0,1830030,1547594,274873.615385,223682.953846,8.184661,4271.567889,0,1547594,123215.186441,249159.588378,2788253,3019208.5,3250164,326620.400403,1004445,1276019.5,1547594,384064.341093,VPN-BROWSING
14316011,14315930,14261260,4,0,4203169,4208124,304594.255319,237687.666667,7.613853,4435.802683,0,4148418,132555.657407,458179.351185,1445588,3565315,4947999,1580857.611021,1185699,1987709.25,4148418,1443664.570569,VPN-BROWSING
3035850,1029560,2873397,29,26,245240,2006304,36770,92690.225806,20.093219,11700.182815,12,2006290,50597.5,262303.459648,3035850,3035850,3035850,0,2006290,2006290,2006290,0,VPN-BROWSING
14871236,14871236,14674039,101,0,5314863,5371193,531115.571429,282193.057692,5.514,2688.814837,0,5314784,183595.506173,630566.668927,1164611,4624906.666667,6427301,2997574.708381,1000432,2480210.333333,5314784,2455608.089943,VPN-BROWSING
421348,421348,287158,61,62,135063,133974,15605.481481,11044.538462,130.533431,83451.208977,16,134174,7802.740741,29820.38561,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
425905,425905,291819,31,35,135386,134122,15774.259259,11223.807692,129.136779,82558.316996,8,134077,7887.12963,29532.072999,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
441300,441300,303443,12,13,138952,138143,16344.444444,11670.884615,124.63177,79678.223431,2,137885,8172.222222,30181.25347,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14890221,14890144,14835732,368,1,1176285,930530,354527.238095,243208.721311,7.051608,2978.867809,1,930530,143175.201923,211921.676265,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14966163,14966026,14965090,352,1,1647367,1398441,383744.25641,253645.59322,6.681739,2850.296365,1,1398441,151173.363636,288588.538413,1598230,3155187.75,6993724,2583923.22393,1004519,1280303.75,1398441,185206.138809,VPN-BROWSING
14704627,12450703,14704601,90,0,6217756,5999269,541334.913043,300093.897959,5.03243,2451.405262,0,5949986,201433.246575,773598.328926,2253832,4885047.666667,7140971,2465089.278895,1648419,3284079,5949986,2328503.02225,VPN-BROWSING
1023782,1023782,942816,47,15,247773,328550,51189.1,36262.153846,46.884981,33008.980427,11,247773,21782.595745,50189.905022,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14483218,14457842,14457526,3,14,5585402,5585539,96385.613333,98350.517007,20.644583,7827.404103,3,5559804,48601.402685,426594.290825,2310473,4793493.666667,7081890,2391655.079713,1637624,3925564.666667,5559804,2041168.308347,VPN-BROWSING
14288229,14180321,14150497,4,18,1723248,1718605,131299.268519,94336.646667,18.196797,3419.178122,4,1580309,55166.907336,178935.641199,2699339,4138007,6873136,2369758.150675,1296606,1448181.666667,1580309,142847.913194,VPN-BROWSING
12577707,12398877,12577707,41,18,1832619,1832519,139313.224719,89203.595745,18.445333,3435.522866,18,1832255,54448.948052,198218.602119,1908167,2941491.333333,4782147,1598054.495765,1173800,1532609,1832255,333190.54936,VPN-BROWSING
14895495,14659191,14895495,3,0,2842384,2891849,407199.75,303989.693878,5.840692,3054.346297,0,2842291,173203.430233,410606.594356,1330528,3318305.75,6961090,2654447.201051,1040262,1631888.25,2842291,836507.054274,VPN-BROWSING
13271540,13271540,257322,22,29,13053105,74718,428114.193548,8577.4,4.747,2391.357747,4,12987786,214057.096774,1648907.977474,13271518,13300000,13271518,0,12987786,13000000,12987786,0,VPN-BROWSING
60547585,60547585,73273,571,0,60393041,42146,8649655,3330.590909,0.511994,492.10881,0,60393041,2018252.833333,11000000,60547585,60500000,60547585,0,60393041,60400000,60393041,0,VPN-BROWSING
14935924,14206077,14935877,3,1,1844557,1901307,284121.54,276590.314815,7.096983,3731.94186,1,1844484,142246.895238,295626.918329,4320057,4811569.5,5303082,695103.643575,1307023,1575753.5,1844484,380042.317722,VPN-BROWSING
14769144,14422925,14769144,3,0,2730244,2503866,294345.408163,263734.714286,7.244834,3653.360005,0,2453515,139331.54717,309315.566233,13369606,13400000,13369606,0,2453515,2453515,2453515,0,VPN-BROWSING
12193232,12167919,12166707,8,9,5359214,5359567,130837.83871,102241.235294,17.55072,6062.133485,6,5333656,57245.220657,412805.184584,2550822,4030686.333333,5875691,1692242.318363,1693399,3052105.333333,5333656,1987862.923892,VPN-BROWSING
14896517,14896397,14851922,3,1,1116583,1080414,261340.298246,265212.892857,7.719925,4242.871001,1,1080414,130671.201754,237468.084662,8893908,8893908,8893908,0,1080414,1080414,1080414,0,VPN-BROWSING
9697862,9697862,9473706,71,40,8532276,8790834,510413.789474,430623,4.433967,3015.097554,14,8532276,230901.47619,1314176.937472,9477461,9477461,9477461,0,8532276,8532276,8532276,0,VPN-BROWSING
14476576,14238408,14476576,4,0,1732468,1636618,374694.947368,289531.52,6.21694,3015.008521,0,1531831,162658.157303,338189.46459,1581318,2213585.2,3259590,662488.118624,1142261,1344324.2,1531831,181718.941735,VPN-BROWSING
14940547,14939474,14873769,35,18,4413279,4232140,186743.425,128222.146552,13.252527,2630.894304,18,4232140,75840.340102,424993.873114,1224501,3400423.75,5270672,1722309.70791,1071307,2593540.5,4232140,1737876.010586,VPN-BROWSING
14935954,14891631,14935954,2,15,4927066,4926608,160125.064516,133356.732143,13.859175,5408.894537,2,4901094,72504.631068,480811.719477,1494196,3368328.5,5143699,1605468.137932,1339928,3203638.75,4901094,1546496.020441,VPN-BROWSING
785197,785197,246416,381,0,513435,125910,65433.083333,11200.727273,45.848367,35238.290518,0,513435,22434.2,86732.431408,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
13699947,11389594,13425604,31,26,10003064,10277869,669976.117647,537024.16,3.211691,2074.241601,0,10003064,318603.418605,1545305.352285,2310353,6849973.5,11389594,6419992.879127,2035562,6019313,10003064,5633874.693317,VPN-BROWSING
898521,898521,694767,46,17,309044,207079,44926.05,26721.807692,53.421122,40692.426777,7,203709,19117.468085,51136.346035,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
12273145,12271830,12272855,42,19,3600211,3599679,161471.447368,110566.261261,15.399476,3031.252381,19,3599467,65282.68617,324714.169842,2766700,4556069.5,6345439,2530550.614997,2451685,3025576,3599467,811604.435523,VPN-BROWSING
14026180,14025780,14024948,43,19,4202133,4201974,192133.972603,129860.62963,13.047031,2582.884292,19,4201742,77066.923077,396178.422394,3383094,4404156.333333,5502867,1062017.580191,2295067,2946506.666667,4201742,1087326.673185,VPN-BROWSING
14273990,14221897,14217439,3,0,2000067,2052977,316042.155556,284348.78,6.795577,3509.320099,0,1999984,148687.395833,299476.171695,3580383,4917797.5,6255212,1891389.724414,1117822,1558903,1999984,623782.732304,VPN-BROWSING
60369186,60369186,50711,44,13,60296761,24512,5030765.5,2669,0.546636,431.528098,10,60296761,1886537.0625,10700000,60369186,60400000,60369186,0,60296761,60300000,60296761,0,VPN-BROWSING
10673115,10543359,10544179,65,26,9997966,10127746,702890.6,479280.863636,3.654041,2440.993093,9,9997966,280871.447368,1619577.150949,10543359,10500000,10543359,0,9997966,9997966,9997966,0,VPN-BROWSING
14854435,14853430,14854012,36,18,4717168,4716591,200722.027027,138822.542056,12.319553,2356.265991,6,4716236,81617.774725,410233.020918,1267699,2528180.2,5298374,1584898.923674,1119652,2077921.6,4716236,1505358.047848,VPN-BROWSING
14783508,14728757,14776279,96,0,2089759,2140073,566490.653846,369406.975,4.59972,2025.838522,0,2089642,220649.373134,442124.717284,1330776,2670026.6,5394579,1684723.425677,1047353,1427769,2089642,480197.846792,VPN-BROWSING
14846567,14846567,14794049,208,0,5966711,5966617,674843.954545,399839.162162,4.108694,1955.334186,0,5966585,247442.783333,822209.077138,1997540,4251624.666667,6055106,2065972.648439,1016432,2912914.666667,5966585,2670265.183978,VPN-BROWSING
12295169,12269747,12269985,2,6,5146900,5148003,122697.47,98159.88,18.462536,3970.339895,2,5121554,54403.402655,413602.858621,5240557,5841814,6443071,850305.803871,3342112,4231833,5121554,1258255.504928,VPN-BROWSING
14926708,14919212,14920939,38,17,4448800,4448223,219400.176471,136889.348624,11.991927,2217.970634,17,4446519,83857.910112,400555.313311,1616410,2407214,4598351,1250089.979646,1104710,2057320.2,4446519,1367320.384287,VPN-BROWSING
13622335,13622335,398547,16,18,13224858,133652,400656.911765,12454.59375,4.991802,2023.074605,5,13197865,203318.432836,1611687.999555,13622314,13600000,13622314,0,13197865,13200000,13197865,0,VPN-BROWSING
1098983,1098983,883380,46,16,223800,221292,73265.533333,46493.684211,32.757559,21803.794963,4,218140,31399.514286,76708.377586,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11884513,11854542,11884278,40,17,4554725,4552700,185227.21875,110039.611111,14.640903,2658.249438,8,4552425,68696.606936,402506.65488,5222687,5693944.5,6165202,666458.747869,2639621,3596023,4552425,1352556.67948,VPN-BROWSING
14585257,14454980,14453118,27,20,10011699,10141987,516249.285714,437973.272727,4.31943,1942.303793,8,10011699,235246.080645,1280786.545337,1502254,4818326.666667,11299953,5613757.55943,1039851,4143235,10011699,5085053.066446,VPN-BROWSING
14993237,14993237,14851762,27,18,3641289,3643508,151446.838384,107621.463768,15.94052,2748.505876,8,3511433,62996.794118,297492.752253,3798465,4053479,4330838,266888.978885,1180806,2377356.666667,3511433,1166568.829956,VPN-BROWSING
13668589,13376238,13668589,3,0,1960446,2005658,361519.945946,317874.162791,5.999156,3222.278466,0,1960341,168748.012346,361910.915739,1418149,2685484.2,4827383,1270776.786779,1033189,1336203.4,1960341,377624.570404,VPN-BROWSING
13827166,13826955,13826867,45,18,8310999,8309661,219475.47619,157123.488636,11.065174,2255.559816,10,8308762,90968.197368,676712.214756,13490414,13500000,13490414,0,8308762,8308762,8308762,0,VPN-BROWSING
12123528,11373933,12069802,366,1,2857759,2558696,406211.892857,294385.414634,5.856381,2402.683443,1,2558696,173193.257143,348145.093435,4904874,4904874,4904874,0,2558696,2558696,2558696,0,VPN-BROWSING
14085284,14085050,14085085,49,17,4365710,4364901,210224.626866,142273.585859,11.927342,2236.092648,17,4364677,84343.017964,438540.433434,1714686,3259425.75,4869897,1295567.772329,1567058,2625819.25,4364677,1303587.574492,VPN-BROWSING
14946853,14946561,14946537,44,18,4545769,4545749,229947.092308,152515.683673,11.039113,2047.320597,18,4545473,91139.347561,431349.895471,1667673,3664857.25,5796485,2044920.429519,1504962,2450343,4545473,1413414.729611,VPN-BROWSING
13170985,12990136,13170985,37,18,3059558,3059637,202970.875,143162.880435,11.996066,2321.314617,17,3059234,83891.624204,330419.573225,1763331,2962925,3647982,824782.89004,1109433,1859702.5,3059234,837402.808925,VPN-BROWSING
14959731,14722276,14887313,154,0,7349706,7405278,981485.066667,496243.766667,3.141768,1576.365243,0,7349571,325211.543478,1220747.461287,1157176,4425091.666667,7442866,3150302.002825,1109851,4137370.666667,7349571,3123956.886879,VPN-BROWSING
13492704,13492704,10139693,26,25,9997254,10022839,710142.315789,596452.529412,2.816337,1585.44944,6,9997254,364667.675676,1716671.83611,3351404,6746352,10141300,4801181.505151,3325835,6661544.5,9997254,4717405.615037,VPN-BROWSING
12475485,12344445,12344610,279,32,10006575,10137631,425670.517241,342905.833333,5.370533,2234.462227,13,10006575,189022.5,1228522.5774,12344445,12300000,12344445,0,10006575,10000000,10006575,0,VPN-BROWSING
12210468,12210468,11999081,47,6,11332833,11538911,610523.4,545412.772727,3.603465,2773.521867,6,11332833,283964.372093,1726041.995316,11876580,11900000,11876580,0,11332833,11300000,11332833,0,VPN-BROWSING
14044232,14043866,14043955,46,18,2464267,2464190,216059.476923,146291.197917,11.606188,2060.561233,18,2463861,86692.790123,319027.874531,1417686,2778730.4,4686470,1339447.253646,1212323,1660848.8,2463861,502556.139878,VPN-BROWSING
727331,727156,595066,89,54,171035,179499,51939.714286,29753.3,49.496034,28130.246064,5,170989,20780.885714,49653.121751,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
763672,763456,624661,53,40,177025,185433,54532.571429,31233.05,47.140657,26644.947045,21,176973,21819.2,52090.208496,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
775478,775464,630483,29,26,177850,181435,51697.6,31524.15,47.712508,26217.378185,12,177823,21541.055556,53145.36713,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
941148,941148,679507,49,52,260727,228391,67224.857143,45300.466667,32.938496,21498.212821,15,223892,31371.6,76234.916178,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
14770083,14769805,14769898,45,19,4563964,4561253,259119.385965,180120.707317,9.546324,1840.003201,19,4561062,105500.592857,510820.462852,3078836,3885734,5007338,1002027.889246,2088898,3338111,4561062,1236291.219821,VPN-BROWSING
7161435,7095985,7133958,3,12,5198565,5158159,74694.578947,69940.764706,27.787727,10680.680618,3,5132520,36168.863636,365314.975135,5549402,5549402,5549402,0,5132520,5132520,5132520,0,VPN-BROWSING
11096533,11096533,11070960,34,35,7015899,7105571,504387.863636,503225.454545,4.145439,2335.324015,11,7015899,246589.622222,1164079.693749,3809414,5518107.5,7226801,2416457.521639,3621561,5318730,7015899,2400159.417439,VPN-BROWSING
14870476,14870476,14620782,3,0,1445846,1673755,221947.402985,356604.439024,7.397208,5338.564818,0,1445846,136426.385321,293227.194693,1513905,2956262.2,7616855,2611408.236009,1172785,1281418,1445846,122002.061676,VPN-BROWSING
9998703,9937532,9946594,3,0,2353528,2169802,301137.333333,301411.939394,6.800882,4479.480989,0,2114955,149234.373134,392041.266769,2137397,2627282.333333,3388513,668239.499584,1374192,1780050.333333,2114955,375444.100569,VPN-BROWSING
14949020,14948856,14947598,35,19,4754669,4754836,305078.693878,210529.549296,8.16107,1656.22897,19,4754170,123545.619835,563450.605121,1310828,2959859.8,5366407,1700061.537021,1153834,2485211.4,4754170,1473050.567884,VPN-BROWSING
14340355,14293624,14201189,3,0,1142422,1237299,168160.282353,322754.295455,9.13506,6479.755906,0,1142422,110310.423077,198968.379013,6375814,6375814,6375814,0,1142422,1142422,1142422,0,VPN-BROWSING
10100458,10075021,10074874,29,29,9996435,10021882,629688.8125,671658.266667,3.267179,1830.412047,10,9996435,315639.3125,1766564.432715,10075021,10100000,10075021,0,9996435,9996435,9996435,0,VPN-BROWSING
14911605,14905268,14911537,47,19,4717893,4716695,271004.872727,179657.072289,9.388661,1689.891866,19,4716507,107277.733813,579178.064134,2405775,4866598.666667,7073333,2344130.001264,1498822,3643403.333333,4716507,1857262.09309,VPN-BROWSING
13109854,13109212,13109177,25,19,4757587,4744543,234093.071429,156061.630952,10.831547,1913.75129,8,4742458,92977.687943,486971.40444,1405703,3938026.333333,5318401,2196028.394119,1248717,3014315.333333,4742458,1747171.639821,VPN-BROWSING
