duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
2397659,2332670,2371638,3,1,1208113,1189193,8482.436364,7365.335404,249.827019,373999.38857,0,1163721,4009.463211,53406.143748,1498302,1498302,1498302,0,1163721,1163721,1163721,0,BROWSING
2214502,2212519,2188115,7,0,790484,1026009,10387.413146,3563.705212,374.350531,386316.652683,0,790484,2674.519324,39362.825613,-1,0,-1,0,-1,0,-1,0,BROWSING
6847484,6847469,6824429,7,0,6341332,6567336,28531.120833,11224.389803,124.133185,124532.602048,0,6341332,8065.352179,217736.893688,6593432,6593432,6593432,0,6341332,6341332,6341332,0,BROWSING
345143,345119,312260,9,0,52762,45751,1806.905759,516.132231,2312.085136,2450569.763837,0,45186,433.052698,2693.281982,-1,0,-1,0,-1,0,-1,0,BROWSING
5195646,5128395,5169929,8,2,4112036,4115859,20679.012097,17233.096667,105.857866,161191.890287,1,4086530,9463.836066,176746.101541,4190802,4190802,4190802,0,4086530,4086530,4086530,0,BROWSING
371422,371341,344868,6,0,35249,34003,1614.526087,594.6,2186.192525,2191784.546957,0,34003,457.980271,2625.441541,-1,0,-1,0,-1,0,-1,0,BROWSING
14992076,14992035,14992063,4,3,7989568,7996126,42591.008523,30286.99596,56.629916,60135.967827,3,7858907,17679.334906,271337.785429,11035091,11000000,11035091,0,7858907,7858907,7858907,0,BROWSING
14228186,14228149,14188888,2,3,1890953,2081469,35218.190594,25024.493827,68.385387,64374.615288,1,1890953,14638.05144,83962.641669,3042255,6926791.5,10811328,5493564.201833,1604772,1747862.5,1890953,202360.525744,BROWSING
14531928,14531789,14531860,8,6,5107394,5243168,37165.700767,28217.203883,62.483106,61004.499885,2,5107394,16021.971334,171429.246908,6112334,6112334,6112334,0,5107394,5107394,5107394,0,BROWSING
14925338,14886628,14925338,11,2,9416497,9381362,46375.788162,32875.193833,52.059123,57543.152457,2,9249677,19233.68299,332446.792326,10498865,10500000,10498865,0,9249677,9249677,9249677,0,BROWSING
11307328,11097659,11167185,3,4,1867624,1996280,31527.440341,22469.185111,75.260928,74801.049373,3,1867624,13302.738824,72020.498965,10023715,10000000,10023715,0,1867624,1867624,1867624,0,BROWSING
263032,262644,240804,19,0,30296,23551,1554.106509,493.45082,2505.398583,2599136.226771,0,23378,399.744681,2004.511876,-1,0,-1,0,-1,0,-1,0,BROWSING
4279648,4278723,1260028,8,0,2996681,956834,59426.708333,2686.626866,126.879594,151976.050367,0,2996681,7896.02952,131977.999697,2996681,2996681,2996681,0,2996681,2996681,2996681,0,BROWSING
220854,215660,198944,7,0,26484,25167,902.343096,441.117517,3133.291677,2875836.525487,0,24452,319.615051,1955.548484,-1,0,-1,0,-1,0,-1,0,BROWSING
305463,300238,280769,49,0,29252,27096,3335.977778,622.547672,1777.629369,2045802.601297,0,26040,563.584871,2596.618855,-1,0,-1,0,-1,0,-1,0,BROWSING
6505525,6505525,6478401,12,3,4398548,4423517,40659.53125,36192.184358,52.416984,98351.324451,0,4398548,19133.897059,238798.508044,4754888,4754888,4754888,0,4398548,4398548,4398548,0,BROWSING
6500241,6500241,6472118,26,4,4545471,4608920,47795.889706,36157.083799,48.767423,91072.930988,3,4545471,20570.382911,255977.919839,4753460,4753460,4753460,0,4545471,4545471,4545471,0,BROWSING
11145187,11015416,11012610,3,2,2449347,2449462,37984.193103,27809.621212,61.730682,60764.615255,2,2449287,16222.979622,103579.606613,9008486,9008486,9008486,0,2449287,2449287,2449287,0,BROWSING
14955035,14955035,14825521,9,5,1363383,1362102,47627.5,35984.274272,48.679258,43407.788748,3,1231324,20570.887208,81039.247287,5418009,5418009,5418009,0,1231324,1231324,1231324,0,BROWSING
14926990,14926954,14887194,3,5,1467823,1467804,43646.064327,35615.296651,51.04847,47884.268697,2,1467754,19614.967148,79873.338349,1608046,2255806.5,2903567,916071.684269,1084545,1276149.5,1467754,270969.68251,BROWSING
209592,207635,187557,25,0,27549,24541,2414.360465,508.284553,2180.426734,2441343.181037,0,24382,459.631579,2234.022878,-1,0,-1,0,-1,0,-1,0,BROWSING
257670,255699,235716,7,0,30490,25701,2389.71028,644.032787,1843.443164,1984251.173982,0,25435,543.607595,2806.049476,-1,0,-1,0,-1,0,-1,0,BROWSING
13170249,13170249,13040973,4,3,6707380,6620832,57764.25,38243.322581,43.355293,43246.562764,3,6620832,23105.7,281418.224354,12727853,12700000,12727853,0,6620832,6620832,6620832,0,BROWSING
222991,221138,199011,7,0,25100,24001,1221.756906,552.808333,2435.075855,2250247.767847,0,23980,411.422509,2027.705712,-1,0,-1,0,-1,0,-1,0,BROWSING
14932852,14845821,14932852,2,1,3705356,3834360,67789.136986,45526.987805,36.764578,36824.780692,1,3577222,27249.729927,204706.000886,1366163,3504165.5,7192166,2619368.829306,1299990,2176990,3577222,1089115.049351,BROWSING
14931935,14931935,14802394,50,13,790234,780948,51489.431034,42535.614943,42.861156,40443.988003,2,652039,23367.660407,50609.041201,-1,0,-1,0,-1,0,-1,0,BROWSING
317692,316883,289449,30,0,63280,63371,2640.691667,843.874636,1463.681805,1506978.457122,0,63238,684.681034,3970.546358,-1,0,-1,0,-1,0,-1,0,BROWSING
252231,251208,228090,26,0,26658,28000,2512.08,674.822485,1744.432683,1865972.065289,0,24925,574.558087,2917.935656,-1,0,-1,0,-1,0,-1,0,BROWSING
6485348,6485348,6456964,9,5,4533505,4632875,53158.590164,41390.794872,43.174244,72232.207123,1,4533505,23244.97491,271633.585618,4754128,4754128,4754128,0,4533505,4533505,4533505,0,BROWSING
15270319,5265556,15196365,4,6,4184458,10004765,57234.304348,116895.115385,14.66898,29467.491806,1,10004763,68476.766816,724828.818317,5189620,7635159.5,10080699,3458515.128219,4184458,7094610.5,10004763,4115577.134074,BROWSING
212465,210511,185363,27,0,29417,25991,1913.736364,594.112179,1995.622808,2029411.903137,0,27102,502.281324,2571.350524,-1,0,-1,0,-1,0,-1,0,BROWSING
6488221,6488221,6460359,30,6,4572627,4629564,64239.811881,49695.069231,35.911231,65735.27628,1,4572627,27966.469828,300367.496599,4737669,4737669,4737669,0,4572627,4572627,4572627,0,BROWSING
237542,235490,211013,28,0,33155,26003,3514.776119,703.376667,1553.409502,1752144.883852,0,26529,645.494565,2987.498924,-1,0,-1,0,-1,0,-1,0,BROWSING
6556824,6556824,6529627,23,2,4533885,4599765,58543.071429,46640.192857,38.738267,64734.99975,2,4533885,25916.300395,285327.706391,4756116,4756116,4756116,0,4533885,4533885,4533885,0,BROWSING
13852739,13852739,3826904,9,8,10000799,3563226,159226.885057,42053.89011,12.99382,29802.265097,2,10000799,77389.603352,791154.028063,3582792,6926369.5,10269947,4728532.647345,3530210,6765504.5,10000799,4575397.360171,BROWSING
6514938,6514938,6485045,17,4,4542769,4569316,60323.5,47336.094891,37.91287,63161.767618,0,4542769,26483.487805,289968.311831,4754995,4754995,4754995,0,4542769,4542769,4542769,0,BROWSING
109838293,109838293,5518751,124,55,104020526,1274210,661676.463855,17976.387622,4.324539,3638.958592,17,104020526,231726.35654,4777634.775559,1807974,54900000,108030319,75100000,1019700,52500000,104020526,72800000,BROWSING
1829896,1828053,1807096,7,0,532124,775312,12694.8125,6318.517483,236.07899,215490.935004,0,532124,4245.698376,33825.564365,-1,0,-1,0,-1,0,-1,0,BROWSING
14308679,14283191,14283143,2,1,8252512,8212302,106590.977612,78049.961749,22.294161,27675.09146,1,8186831,44995.845912,478679.549383,1933512,4745654.333333,8298556,3246535.010272,1274735,3767047.666667,8186831,3838049.655287,BROWSING
214284,214178,190547,37,0,29212,28879,2855.706667,713.659176,1605.346176,1726666.479999,0,28869,624.734694,3153.159818,-1,0,-1,0,-1,0,-1,0,BROWSING
12987104,12987104,12858261,13,3,2638446,2765733,59032.290909,45275.566901,38.961727,33458.806521,3,2630914,25717.037624,125258.103771,5921753,5921753,5921753,0,2630914,2630914,2630914,0,BROWSING
190116,188194,165984,26,0,31208,26583,1809.557692,653.480315,1893.580761,1868764.333354,0,26583,529.571031,2776.16779,-1,0,-1,0,-1,0,-1,0,BROWSING
14749527,14579699,14749527,10,3,6894663,7024435,77551.590426,58998.108,29.831465,27972.693633,1,6894663,33598.01139,356404.725783,4831660,5863197,6894734,1458813.615489,2858494,4876578.5,6894663,2854002.469915,BROWSING
13947597,13818649,13938078,6,3,2982021,2982801,74695.4,57123.270492,30.90138,28025.401078,2,2853689,32436.272093,151077.683018,12936267,12900000,12936267,0,2853689,2853689,2853689,0,BROWSING
13102658,12967231,12972558,21,10,5193990,5025184,88816.650685,62368.067308,27.17006,27187.00282,3,5025184,36908.895775,313915.522449,2161725,3595403.666667,5286364,1578127.882043,1530934,3093082,5025184,1776258.775407,BROWSING
14941037,14941037,14912178,4,1,6261878,6221842,76620.702564,49215.108911,33.464879,21501.921185,1,6196295,29941.957916,322095.763775,2640050,4307546.333333,6721466,2140642.42359,1338730,3597281,6196295,2446614.134489,BROWSING
274333,274249,252621,7,0,56744,56061,2980.967391,1250.59901,1078.980655,1026668.31916,0,29758,929.942373,4015.798521,-1,0,-1,0,-1,0,-1,0,BROWSING
13200168,12883820,13200168,6,2,3302224,3472399,66411.443299,59729.266968,31.590507,25640.885783,2,3302224,31731.173077,195700.697004,2373902,4361131,6348360,2810366.203341,2087015,2694619.5,3302224,859282.524458,BROWSING
